Branch count (per thread);Read accesses to global memory (per thread);Write accesses to global memory (per thread);Read accesses to local memory (per thread);Write accesses to local memory (per thread);Read accesses to constant memory (per thread);Arithmetic operations (per thread);Logic operations (per thread);Bitwise operations (per thread);Comparison operations (per thread);Pown operations (per thread);Sqrt operations (per thread);Hypot operations (per thread);Data size transf from host to device (bytes);Data size transf from device to host (bytes);Data size allocated locally (bytes);Global work size dim 1 (number of threads);Global work size dim 2 (number of threads);Global work size dim 3 (number of threads);Local work size dim 1 (number of threads);Local work size dim 2 (number of threads);Local work size dim 3 (number of threads);Kernel calls;Computation density;Memory access density;Tahiti Completion Time (ms);Devastator Completion Time (ms);AMD A10-5800K APU with Radeon(tm) HD Graphics   Completion Time (ms);Agorithm
0;2;1;0;0;0;1;0;0;0;0;0;0;3063808;1531904;0;382976;1;1;128;1;1;;0,083;0,167;3,86;3,58;3,11;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3080192;1540096;0;385024;1;1;128;1;1;;0,083;0,167;3,66;3,52;2,99;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3096576;1548288;0;387072;1;1;128;1;1;;0,083;0,167;3,82;3,35;2,97;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3112960;1556480;0;389120;1;1;128;1;1;;0,083;0,167;3,84;3,59;3,04;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3129344;1564672;0;391168;1;1;128;1;1;;0,083;0,167;3,87;3,56;3,01;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3145728;1572864;0;393216;1;1;128;1;1;;0,083;0,167;3,69;3,57;3,06;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3162112;1581056;0;395264;1;1;128;1;1;;0,083;0,167;3,88;3,59;3,07;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3178496;1589248;0;397312;1;1;128;1;1;;0,083;0,167;3,85;3,57;3,08;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3194880;1597440;0;399360;1;1;128;1;1;;0,083;0,167;3,87;3,62;3,05;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3211264;1605632;0;401408;1;1;128;1;1;;0,083;0,167;3,87;3,66;3,23;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3227648;1613824;0;403456;1;1;128;1;1;;0,083;0,167;3,98;3,71;3,06;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3244032;1622016;0;405504;1;1;128;1;1;;0,083;0,167;3,96;3,67;3,12;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3260416;1630208;0;407552;1;1;128;1;1;;0,083;0,167;3,82;3,68;3,16;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3276800;1638400;0;409600;1;1;128;1;1;;0,083;0,167;3,96;3,50;3,09;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3293184;1646592;0;411648;1;1;128;1;1;;0,083;0,167;3,93;3,63;3,09;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3309568;1654784;0;413696;1;1;128;1;1;;0,083;0,167;3,90;3,66;3,27;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3325952;1662976;0;415744;1;1;128;1;1;;0,083;0,167;3,83;3,63;3,18;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3342336;1671168;0;417792;1;1;128;1;1;;0,083;0,167;3,95;3,55;3,18;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3358720;1679360;0;419840;1;1;128;1;1;;0,083;0,167;4,01;3,63;3,08;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3375104;1687552;0;421888;1;1;128;1;1;;0,083;0,167;3,96;3,71;3,15;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3391488;1695744;0;423936;1;1;128;1;1;;0,083;0,167;4,08;3,66;3,17;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3407872;1703936;0;425984;1;1;128;1;1;;0,083;0,167;4,03;3,62;3,23;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3424256;1712128;0;428032;1;1;128;1;1;;0,083;0,167;4,05;3,77;3,25;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3440640;1720320;0;430080;1;1;128;1;1;;0,083;0,167;4,08;3,77;3,34;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3457024;1728512;0;432128;1;1;128;1;1;;0,083;0,167;4,03;3,58;3,33;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3473408;1736704;0;434176;1;1;128;1;1;;0,083;0,167;4,09;3,69;3,08;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3489792;1744896;0;436224;1;1;128;1;1;;0,083;0,167;3,97;3,74;3,27;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3506176;1753088;0;438272;1;1;128;1;1;;0,083;0,167;3,87;3,71;3,28;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3522560;1761280;0;440320;1;1;128;1;1;;0,083;0,167;4,04;3,60;3,28;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3538944;1769472;0;442368;1;1;128;1;1;;0,083;0,167;4,03;3,78;3,29;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3555328;1777664;0;444416;1;1;128;1;1;;0,083;0,167;4,07;3,73;3,15;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3571712;1785856;0;446464;1;1;128;1;1;;0,083;0,167;4,13;3,81;3,23;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3588096;1794048;0;448512;1;1;128;1;1;;0,083;0,167;4,10;3,79;3,19;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3604480;1802240;0;450560;1;1;128;1;1;;0,083;0,167;4,24;3,88;3,39;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3620864;1810432;0;452608;1;1;128;1;1;;0,083;0,167;4,12;3,83;3,40;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3637248;1818624;0;454656;1;1;128;1;1;;0,083;0,167;4,14;3,60;3,44;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3653632;1826816;0;456704;1;1;128;1;1;;0,083;0,167;4,14;3,79;3,21;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3670016;1835008;0;458752;1;1;128;1;1;;0,083;0,167;4,07;3,85;3,66;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3686400;1843200;0;460800;1;1;128;1;1;;0,083;0,167;4,00;3,82;3,53;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3702784;1851392;0;462848;1;1;128;1;1;;0,083;0,167;4,17;3,74;3,37;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3719168;1859584;0;464896;1;1;128;1;1;;0,083;0,167;4,22;3,95;3,28;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3735552;1867776;0;466944;1;1;128;1;1;;0,083;0,167;4,19;3,85;3,45;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3751936;1875968;0;468992;1;1;128;1;1;;0,083;0,167;4,17;3,86;3,36;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3768320;1884160;0;471040;1;1;128;1;1;;0,083;0,167;4,13;3,86;3,33;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3784704;1892352;0;473088;1;1;128;1;1;;0,083;0,167;4,31;3,85;3,30;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3801088;1900544;0;475136;1;1;128;1;1;;0,083;0,167;4,27;3,91;3,42;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3817472;1908736;0;477184;1;1;128;1;1;;0,083;0,167;4,30;3,74;3,53;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3833856;1916928;0;479232;1;1;128;1;1;;0,083;0,167;4,30;3,90;3,30;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3850240;1925120;0;481280;1;1;128;1;1;;0,083;0,167;4,21;3,90;3,52;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3866624;1933312;0;483328;1;1;128;1;1;;0,083;0,167;4,03;3,86;3,37;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3883008;1941504;0;485376;1;1;128;1;1;;0,083;0,167;4,29;3,71;3,26;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3899392;1949696;0;487424;1;1;128;1;1;;0,083;0,167;4,33;4,03;3,28;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3915776;1957888;0;489472;1;1;128;1;1;;0,083;0,167;4,32;3,98;3,72;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3932160;1966080;0;491520;1;1;128;1;1;;0,083;0,167;4,25;3,92;3,40;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3948544;1974272;0;493568;1;1;128;1;1;;0,083;0,167;4,31;3,90;3,40;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3964928;1982464;0;495616;1;1;128;1;1;;0,083;0,167;4,31;3,99;3,48;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3981312;1990656;0;497664;1;1;128;1;1;;0,083;0,167;4,29;3,97;3,74;0
0;2;1;0;0;0;1;0;0;0;0;0;0;3997696;1998848;0;499712;1;1;128;1;1;;0,083;0,167;4,38;4,05;3,59;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4014080;2007040;0;501760;1;1;128;1;1;;0,083;0,167;4,38;3,93;3,35;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4030464;2015232;0;503808;1;1;128;1;1;;0,083;0,167;4,37;3,99;3,34;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4046848;2023424;0;505856;1;1;128;1;1;;0,083;0,167;4,17;3,98;3,35;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4063232;2031616;0;507904;1;1;128;1;1;;0,083;0,167;4,34;3,82;3,76;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4079616;2039808;0;509952;1;1;128;1;1;;0,083;0,167;4,41;4,06;3,30;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4096000;2048000;0;512000;1;1;128;1;1;;0,083;0,167;4,46;4,03;3,34;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4112384;2056192;0;514048;1;1;128;1;1;;0,083;0,167;4,22;3,98;3,71;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4128768;2064384;0;516096;1;1;128;1;1;;0,083;0,167;4,38;4,00;3,46;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4145152;2072576;0;518144;1;1;128;1;1;;0,083;0,167;4,41;4,04;3,42;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4161536;2080768;0;520192;1;1;128;1;1;;0,083;0,167;4,45;4,10;3,74;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4177920;2088960;0;522240;1;1;128;1;1;;0,083;0,167;4,46;4,08;3,64;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4194304;2097152;0;524288;1;1;128;1;1;;0,083;0,167;4,39;4,03;3,43;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4210688;2105344;0;526336;1;1;128;1;1;;0,083;0,167;4,48;4,01;3,53;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4227072;2113536;0;528384;1;1;128;1;1;;0,083;0,167;4,43;4,17;3,80;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4243456;2121728;0;530432;1;1;128;1;1;;0,083;0,167;4,45;3,97;3,79;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4259840;2129920;0;532480;1;1;128;1;1;;0,083;0,167;4,46;4,08;3,54;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4276224;2138112;0;534528;1;1;128;1;1;;0,083;0,167;4,47;4,07;3,62;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4292608;2146304;0;536576;1;1;128;1;1;;0,083;0,167;4,33;4,06;3,36;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4308992;2154496;0;538624;1;1;128;1;1;;0,083;0,167;4,51;3,97;3,78;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4325376;2162688;0;540672;1;1;128;1;1;;0,083;0,167;4,54;4,08;3,65;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4341760;2170880;0;542720;1;1;128;1;1;;0,083;0,167;4,49;4,09;3,77;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4358144;2179072;0;544768;1;1;128;1;1;;0,083;0,167;4,48;4,07;3,49;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4374528;2187264;0;546816;1;1;128;1;1;;0,083;0,167;4,61;4,16;3,68;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4390912;2195456;0;548864;1;1;128;1;1;;0,083;0,167;4,59;4,18;3,77;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4407296;2203648;0;550912;1;1;128;1;1;;0,083;0,167;4,50;4,11;3,70;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4423680;2211840;0;552960;1;1;128;1;1;;0,083;0,167;4,54;4,10;3,65;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4440064;2220032;0;555008;1;1;128;1;1;;0,083;0,167;4,68;4,26;3,91;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4456448;2228224;0;557056;1;1;128;1;1;;0,083;0,167;4,64;4,25;4,11;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4472832;2236416;0;559104;1;1;128;1;1;;0,083;0,167;4,52;4,27;3,48;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4489216;2244608;0;561152;1;1;128;1;1;;0,083;0,167;4,65;4,09;3,94;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4505600;2252800;0;563200;1;1;128;1;1;;0,083;0,167;4,68;4,29;3,59;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4521984;2260992;0;565248;1;1;128;1;1;;0,083;0,167;4,71;4,33;3,76;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4538368;2269184;0;567296;1;1;128;1;1;;0,083;0,167;4,66;4,29;4,00;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4554752;2277376;0;569344;1;1;128;1;1;;0,083;0,167;4,77;4,39;4,01;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4571136;2285568;0;571392;1;1;128;1;1;;0,083;0,167;4,74;4,41;3,97;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4587520;2293760;0;573440;1;1;128;1;1;;0,083;0,167;4,75;4,32;4,02;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4603904;2301952;0;575488;1;1;128;1;1;;0,083;0,167;4,71;4,40;3,94;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4620288;2310144;0;577536;1;1;128;1;1;;0,083;0,167;4,72;4,35;4,06;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4636672;2318336;0;579584;1;1;128;1;1;;0,083;0,167;4,77;4,33;3,98;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4653056;2326528;0;581632;1;1;128;1;1;;0,083;0,167;4,61;4,32;3,99;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4669440;2334720;0;583680;1;1;128;1;1;;0,083;0,167;4,87;4,22;4,00;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4685824;2342912;0;585728;1;1;128;1;1;;0,083;0,167;4,70;4,33;3,66;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4702208;2351104;0;587776;1;1;128;1;1;;0,083;0,167;4,82;4,45;3,97;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4718592;2359296;0;589824;1;1;128;1;1;;0,083;0,167;4,67;4,41;4,14;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4734976;2367488;0;591872;1;1;128;1;1;;0,083;0,167;4,83;4,16;3,91;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4751360;2375680;0;593920;1;1;128;1;1;;0,083;0,167;4,83;4,51;3,95;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4767744;2383872;0;595968;1;1;128;1;1;;0,083;0,167;4,80;4,41;4,05;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4784128;2392064;0;598016;1;1;128;1;1;;0,083;0,167;4,82;4,39;3,84;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4800512;2400256;0;600064;1;1;128;1;1;;0,083;0,167;4,86;4,43;4,02;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4816896;2408448;0;602112;1;1;128;1;1;;0,083;0,167;4,89;4,47;4,20;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4833280;2416640;0;604160;1;1;128;1;1;;0,083;0,167;4,89;4,43;3,86;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4849664;2424832;0;606208;1;1;128;1;1;;0,083;0,167;4,85;4,49;4,14;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4866048;2433024;0;608256;1;1;128;1;1;;0,083;0,167;4,89;4,48;4,12;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4882432;2441216;0;610304;1;1;128;1;1;;0,083;0,167;4,91;4,45;3,74;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4898816;2449408;0;612352;1;1;128;1;1;;0,083;0,167;4,73;4,56;4,04;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4915200;2457600;0;614400;1;1;128;1;1;;0,083;0,167;4,94;4,35;4,08;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4931584;2465792;0;616448;1;1;128;1;1;;0,083;0,167;4,89;4,50;3,94;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4947968;2473984;0;618496;1;1;128;1;1;;0,083;0,167;4,97;4,56;3,77;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4964352;2482176;0;620544;1;1;128;1;1;;0,083;0,167;4,82;4,53;4,13;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4980736;2490368;0;622592;1;1;128;1;1;;0,083;0,167;4,94;4,38;4,06;0
0;2;1;0;0;0;1;0;0;0;0;0;0;4997120;2498560;0;624640;1;1;128;1;1;;0,083;0,167;4,97;4,54;4,14;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5013504;2506752;0;626688;1;1;128;1;1;;0,083;0,167;4,96;4,62;4,33;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5029888;2514944;0;628736;1;1;128;1;1;;0,083;0,167;4,97;4,53;4,10;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5046272;2523136;0;630784;1;1;128;1;1;;0,083;0,167;5,01;4,57;4,26;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5062656;2531328;0;632832;1;1;128;1;1;;0,083;0,167;4,96;4,56;4,21;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5079040;2539520;0;634880;1;1;128;1;1;;0,083;0,167;5,02;4,59;4,11;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5095424;2547712;0;636928;1;1;128;1;1;;0,083;0,167;4,96;4,44;4,07;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5111808;2555904;0;638976;1;1;128;1;1;;0,083;0,167;4,97;4,65;3,88;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5128192;2564096;0;641024;1;1;128;1;1;;0,083;0,167;5,02;4,52;4,20;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5144576;2572288;0;643072;1;1;128;1;1;;0,083;0,167;4,86;4,58;3,96;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5160960;2580480;0;645120;1;1;128;1;1;;0,083;0,167;5,07;4,53;4,43;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5177344;2588672;0;647168;1;1;128;1;1;;0,083;0,167;5,03;4,56;3,91;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5193728;2596864;0;649216;1;1;128;1;1;;0,083;0,167;5,01;4,67;4,19;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5210112;2605056;0;651264;1;1;128;1;1;;0,083;0,167;4,99;4,61;3,96;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5226496;2613248;0;653312;1;1;128;1;1;;0,083;0,167;5,07;4,67;4,11;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5242880;2621440;0;655360;1;1;128;1;1;;0,083;0,167;5,13;4,66;4,02;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5259264;2629632;0;657408;1;1;128;1;1;;0,083;0,167;5,14;4,66;4,16;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5275648;2637824;0;659456;1;1;128;1;1;;0,083;0,167;5,08;4,72;3,96;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5292032;2646016;0;661504;1;1;128;1;1;;0,083;0,167;5,09;4,61;4,16;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5308416;2654208;0;663552;1;1;128;1;1;;0,083;0,167;5,08;4,65;3,87;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5324800;2662400;0;665600;1;1;128;1;1;;0,083;0,167;4,93;4,70;3,95;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5341184;2670592;0;667648;1;1;128;1;1;;0,083;0,167;5,10;4,47;3,97;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5357568;2678784;0;669696;1;1;128;1;1;;0,083;0,167;5,14;4,68;3,90;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5373952;2686976;0;671744;1;1;128;1;1;;0,083;0,167;5,16;4,80;4,08;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5390336;2695168;0;673792;1;1;128;1;1;;0,083;0,167;4,97;4,71;4,46;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5406720;2703360;0;675840;1;1;128;1;1;;0,083;0,167;5,11;4,55;4,18;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5423104;2711552;0;677888;1;1;128;1;1;;0,083;0,167;5,13;4,76;4,01;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5439488;2719744;0;679936;1;1;128;1;1;;0,083;0,167;5,15;4,76;4,22;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5455872;2727936;0;681984;1;1;128;1;1;;0,083;0,167;5,21;4,75;4,00;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5472256;2736128;0;684032;1;1;128;1;1;;0,083;0,167;5,26;4,73;4,45;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5488640;2744320;0;686080;1;1;128;1;1;;0,083;0,167;5,25;4,75;4,18;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5505024;2752512;0;688128;1;1;128;1;1;;0,083;0,167;5,23;4,75;4,20;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5521408;2760704;0;690176;1;1;128;1;1;;0,083;0,167;5,27;4,88;4,25;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5537792;2768896;0;692224;1;1;128;1;1;;0,083;0,167;5,23;4,74;4,01;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5554176;2777088;0;694272;1;1;128;1;1;;0,083;0,167;5,26;4,81;4,08;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5570560;2785280;0;696320;1;1;128;1;1;;0,083;0,167;5,08;4,80;4,20;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5586944;2793472;0;698368;1;1;128;1;1;;0,083;0,167;5,26;4,68;4,15;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5603328;2801664;0;700416;1;1;128;1;1;;0,083;0,167;5,30;4,77;3,95;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5619712;2809856;0;702464;1;1;128;1;1;;0,083;0,167;5,25;4,75;4,32;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5636096;2818048;0;704512;1;1;128;1;1;;0,083;0,167;5,17;4,78;4,23;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5652480;2826240;0;706560;1;1;128;1;1;;0,083;0,167;5,28;4,66;4,18;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5668864;2834432;0;708608;1;1;128;1;1;;0,083;0,167;5,37;4,79;4,61;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5685248;2842624;0;710656;1;1;128;1;1;;0,083;0,167;5,29;4,86;4,25;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5701632;2850816;0;712704;1;1;128;1;1;;0,083;0,167;5,37;4,86;4,38;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5718016;2859008;0;714752;1;1;128;1;1;;0,083;0,167;5,33;4,86;4,29;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5734400;2867200;0;716800;1;1;128;1;1;;0,083;0,167;5,32;4,89;4,14;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5750784;2875392;0;718848;1;1;128;1;1;;0,083;0,167;5,32;4,86;4,45;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5767168;2883584;0;720896;1;1;128;1;1;;0,083;0,167;5,34;4,68;4,59;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5783552;2891776;0;722944;1;1;128;1;1;;0,083;0,167;5,38;4,90;4,06;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5799936;2899968;0;724992;1;1;128;1;1;;0,083;0,167;5,38;4,87;4,19;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5816320;2908160;0;727040;1;1;128;1;1;;0,083;0,167;5,22;4,92;4,42;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5832704;2916352;0;729088;1;1;128;1;1;;0,083;0,167;5,39;4,74;4,39;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5849088;2924544;0;731136;1;1;128;1;1;;0,083;0,167;5,41;4,89;4,17;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5865472;2932736;0;733184;1;1;128;1;1;;0,083;0,167;5,45;4,94;4,07;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5881856;2940928;0;735232;1;1;128;1;1;;0,083;0,167;5,35;4,99;4,21;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5898240;2949120;0;737280;1;1;128;1;1;;0,083;0,167;5,48;4,99;4,56;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5914624;2957312;0;739328;1;1;128;1;1;;0,083;0,167;5,39;4,96;4,36;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5931008;2965504;0;741376;1;1;128;1;1;;0,083;0,167;5,53;5,02;4,35;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5947392;2973696;0;743424;1;1;128;1;1;;0,083;0,167;5,38;4,94;4,45;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5963776;2981888;0;745472;1;1;128;1;1;;0,083;0,167;5,49;5,06;4,31;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5980160;2990080;0;747520;1;1;128;1;1;;0,083;0,167;5,46;4,94;4,33;0
0;2;1;0;0;0;1;0;0;0;0;0;0;5996544;2998272;0;749568;1;1;128;1;1;;0,083;0,167;5,36;4,99;4,32;0
0;2;1;0;0;0;1;0;0;0;0;0;0;6012928;3006464;0;751616;1;1;128;1;1;;0,083;0,167;5,46;4,83;4,48;0
0;2;1;0;0;0;1;0;0;0;0;0;0;6029312;3014656;0;753664;1;1;128;1;1;;0,083;0,167;5,49;4,96;4,11;0
0;2;1;0;0;0;1;0;0;0;0;0;0;6045696;3022848;0;755712;1;1;128;1;1;;0,083;0,167;5,51;5,09;4,01;0
0;2;1;0;0;0;1;0;0;0;0;0;0;6062080;3031040;0;757760;1;1;128;1;1;;0,083;0,167;5,39;5,04;4,49;0
0;2;1;0;0;0;1;0;0;0;0;0;0;6078464;3039232;0;759808;1;1;128;1;1;;0,083;0,167;5,50;4,86;4,50;0
0;2;1;0;0;0;1;0;0;0;0;0;0;6094848;3047424;0;761856;1;1;128;1;1;;0,083;0,167;5,55;5,01;4,20;0
0;2;1;0;0;0;1;0;0;0;0;0;0;6111232;3055616;0;763904;1;1;128;1;1;;0,083;0,167;5,58;5,06;4,66;0
0;2;1;0;0;0;1;0;0;0;0;0;0;6127616;3063808;0;765952;1;1;128;1;1;;0,083;0,167;5,60;5,05;4,13;0
0;2;1;0;0;0;1;0;0;0;0;0;0;6144000;3072000;0;768000;1;1;128;1;1;;0,083;0,167;5,52;5,07;4,50;0
